Komentar,Case Folding,Remove Number & Remove Punctuation,Tokenizing,Remove Stop Word,Stemming,Perbaikan Kata
"maaf Admin @kemenkes_ri tolong share edukasi tentang vaksin ???? soalnya banyak sekali masyarakat yang gk mau divaksin alasan utama yang paling banyak itu mereka takut vaksin karena berita hoax “vaksin bisa buat meninggal” kebanyakan dilapangan saya lihat seperti itu, kurangnya literasi masyarakat tentang informasi data dan fakta vaksinasi ini menyebab kan mereka mudah sekali termakan hoax yang beredar",maaf admin tolong share edukasi tentang vaksin soalnya banyak sekali masyarakat yang gk mau divaksin alasan utama yang paling banyak itu mereka takut vaksin karena berita hoax vaksin bisa buat meninggal kebanyakan dilapangan saya lihat seperti itu kurangnya literasi masyarakat tentang informasi data dan fakta vaksinasi ini menyebab kan mereka mudah sekali termakan hoax yang beredar,maaf admin tolong share edukasi tentang vaksin soalnya banyak sekali masyarakat yang gk mau divaksin alasan utama yang paling banyak itu mereka takut vaksin karena berita hoax vaksin bisa buat meninggal kebanyakan dilapangan saya lihat seperti itu kurangnya literasi masyarakat tentang informasi data dan fakta vaksinasi ini menyebab kan mereka mudah sekali termakan hoax yang beredar,"['maaf', 'admin', 'tolong', 'share', 'edukasi', 'tentang', 'vaksin', 'soalnya', 'banyak', 'sekali', 'masyarakat', 'yang', 'gk', 'mau', 'divaksin', 'alasan', 'utama', 'yang', 'paling', 'banyak', 'itu', 'mereka', 'takut', 'vaksin', 'karena', 'berita', 'hoax', 'vaksin', 'bisa', 'buat', 'meninggal', 'kebanyakan', 'dilapangan', 'saya', 'lihat', 'seperti', 'itu', 'kurangnya', 'literasi', 'masyarakat', 'tentang', 'informasi', 'data', 'dan', 'fakta', 'vaksinasi', 'ini', 'menyebab', 'kan', 'mereka', 'mudah', 'sekali', 'termakan', 'hoax', 'yang', 'beredar']","['maaf', 'admin', 'tolong', 'share', 'edukasi', 'vaksin', 'masyarakat', 'gk', 'divaksin', 'alasan', 'utama', 'takut', 'vaksin', 'berita', 'hoax', 'vaksin', 'meninggal', 'kebanyakan', 'dilapangan', 'lihat', 'kurangnya', 'literasi', 'masyarakat', 'informasi', 'data', 'fakta', 'vaksinasi', 'menyebab', 'mudah', 'termakan', 'hoax', 'beredar']","['maaf', 'admin', 'tolong', 'share', 'edukasi', 'vaksin', 'masyarakat', 'gk', 'vaksin', 'alas', 'utama', 'takut', 'vaksin', 'berita', 'hoax', 'vaksin', 'tinggal', 'banyak', 'lapang', 'lihat', 'kurang', 'literasi', 'masyarakat', 'informasi', 'data', 'fakta', 'vaksinasi', 'sebab', 'mudah', 'makan', 'hoax', 'edar']",maaf admin tolong share edukasi vaksin masyarakat tidak vaksin alas utama takut vaksin berita hoax vaksin tinggal banyak lapang lihat kurang literasi masyarakat informasi data fakta vaksinasi sebab mudah makan hoax edar
Kenapa di daera kami tidak ada aktivitas vaksinasi di kab pesisir selatan padang sumbar padahal kita butuh bangat buat terbang knp cuma warga jkrt aja yg di vaksin,kenapa di daera kami tidak ada aktivitas vaksinasi di kab pesisir selatan padang sumbar padahal kita butuh bangat buat terbang knp cuma warga jkrt aja yg di vaksin,kenapa di daera kami tidak ada aktivitas vaksinasi di kab pesisir selatan padang sumbar padahal kita butuh bangat buat terbang knp cuma warga jkrt aja yg di vaksin,"['kenapa', 'di', 'daera', 'kami', 'tidak', 'ada', 'aktivitas', 'vaksinasi', 'di', 'kab', 'pesisir', 'selatan', 'padang', 'sumbar', 'padahal', 'kita', 'butuh', 'bangat', 'buat', 'terbang', 'knp', 'cuma', 'warga', 'jkrt', 'aja', 'yg', 'di', 'vaksin']","['daera', 'aktivitas', 'vaksinasi', 'kab', 'pesisir', 'selatan', 'padang', 'sumbar', 'butuh', 'bangat', 'terbang', 'knp', 'warga', 'jkrt', 'aja', 'yg', 'vaksin']","['daera', 'aktivitas', 'vaksinasi', 'kab', 'pesisir', 'selatan', 'padang', 'sumbar', 'butuh', 'bangat', 'terbang', 'knp', 'warga', 'jkrt', 'aja', 'yg', 'vaksin']",daerah aktivitas vaksinasi kabupaten pesisir selatan padang sumbar butuh banget terbang kenapa warga jakarta aja yang vaksin
"Hallo admin @kemenkes_ri , mohon edukasi donk .. hukum bagi orang yang memalsukan atau meng-edit sertifikat vaksin .. bagi yang tidak vaksin tapi mau punya sertifikat vaksin ?? tolong edukasi hukumannya , supaya bisa terinformasikan bagi temen"" juga ??",hallo admin mohon edukasi donk hukum bagi orang yang memalsukan atau mengedit sertifikat vaksin bagi yang tidak vaksin tapi mau punya sertifikat vaksin tolong edukasi hukumannya supaya bisa terinformasikan bagi temen juga ,hallo admin mohon edukasi donk hukum bagi orang yang memalsukan atau mengedit sertifikat vaksin bagi yang tidak vaksin tapi mau punya sertifikat vaksin tolong edukasi hukumannya supaya bisa terinformasikan bagi temen juga ,"['hallo', 'admin', 'mohon', 'edukasi', 'donk', 'hukum', 'bagi', 'orang', 'yang', 'memalsukan', 'atau', 'mengedit', 'sertifikat', 'vaksin', 'bagi', 'yang', 'tidak', 'vaksin', 'tapi', 'mau', 'punya', 'sertifikat', 'vaksin', 'tolong', 'edukasi', 'hukumannya', 'supaya', 'bisa', 'terinformasikan', 'bagi', 'temen', 'juga']","['hallo', 'admin', 'mohon', 'edukasi', 'donk', 'hukum', 'orang', 'memalsukan', 'mengedit', 'sertifikat', 'vaksin', 'vaksin', 'sertifikat', 'vaksin', 'tolong', 'edukasi', 'hukumannya', 'terinformasikan', 'temen']","['hallo', 'admin', 'mohon', 'edukasi', 'donk', 'hukum', 'orang', 'palsu', 'edit', 'sertifikat', 'vaksin', 'vaksin', 'sertifikat', 'vaksin', 'tolong', 'edukasi', 'hukum', 'informasi', 'temen']",halo admin mohon edukasi dong hukum orang palsu edit sertifikat vaksin vaksin sertifikat vaksin tolong edukasi hukum informasi teman
"Maaf sist mau nnya tempat yg menyediakan vaksin dimana yea, saya masih awaam soal vaksin, terima kasi sblumnya",maaf sist mau nnya tempat yg menyediakan vaksin dimana yea saya masih awaam soal vaksin terima kasi sblumnya,maaf sist mau nnya tempat yg menyediakan vaksin dimana yea saya masih awaam soal vaksin terima kasi sblumnya,"['maaf', 'sist', 'mau', 'nnya', 'tempat', 'yg', 'menyediakan', 'vaksin', 'dimana', 'yea', 'saya', 'masih', 'awaam', 'soal', 'vaksin', 'terima', 'kasi', 'sblumnya']","['maaf', 'sist', 'nnya', 'yg', 'menyediakan', 'vaksin', 'dimana', 'yea', 'awaam', 'vaksin', 'terima', 'kasi', 'sblumnya']","['maaf', 'sist', 'nnya', 'yg', 'sedia', 'vaksin', 'mana', 'yea', 'awaam', 'vaksin', 'terima', 'kasi', 'sblumnya']",maaf sist tanya yang sedia vaksin mana ya awam vaksin terima kasihan belum
Mohon info ..tentang pelaksanaan Vaksin..bagi siapa aja yg boleh dan siapa aja yg tdk di berikan vaksin ?? Mohon penjelasan bagi yg penyakit bawaan  bgmana ?  Ini penting untuk keselamatan.. mohon kpd Dinas Kesehatan di tunggu jawabannya..trmks,mohon info tentang pelaksanaan vaksinbagi siapa aja yg boleh dan siapa aja yg tdk di berikan vaksin mohon penjelasan bagi yg penyakit bawaan bgmana ini penting untuk keselamatan mohon kpd dinas kesehatan di tunggu jawabannyatrmks,mohon info tentang pelaksanaan vaksinbagi siapa aja yg boleh dan siapa aja yg tdk di berikan vaksin mohon penjelasan bagi yg penyakit bawaan bgmana ini penting untuk keselamatan mohon kpd dinas kesehatan di tunggu jawabannyatrmks,"['mohon', 'info', 'tentang', 'pelaksanaan', 'vaksinbagi', 'siapa', 'aja', 'yg', 'boleh', 'dan', 'siapa', 'aja', 'yg', 'tdk', 'di', 'berikan', 'vaksin', 'mohon', 'penjelasan', 'bagi', 'yg', 'penyakit', 'bawaan', 'bgmana', 'ini', 'penting', 'untuk', 'keselamatan', 'mohon', 'kpd', 'dinas', 'kesehatan', 'di', 'tunggu', 'jawabannyatrmks']","['mohon', 'info', 'pelaksanaan', 'vaksinbagi', 'aja', 'yg', 'aja', 'yg', 'tdk', 'vaksin', 'mohon', 'penjelasan', 'yg', 'penyakit', 'bawaan', 'bgmana', 'keselamatan', 'mohon', 'kpd', 'dinas', 'kesehatan', 'tunggu', 'jawabannyatrmks']","['mohon', 'info', 'laksana', 'vaksinbagi', 'aja', 'yg', 'aja', 'yg', 'tdk', 'vaksin', 'mohon', 'jelas', 'yg', 'sakit', 'bawa', 'bgmana', 'selamat', 'mohon', 'kpd', 'dinas', 'sehat', 'tunggu', 'jawabannyatrmks']",mohon informasi laksana vaksin bagi aja yang aja yang tidak vaksin mohon jelas yang sakit bawa bagaimana selamat mohon kepada dinas sehat tunggu jawab terima kasih
"Min mau tanya dong, klo untk WNA visa penyatuan keluarga itu bisa ikut vaksin gk? dn NIKnya jg ada dri surat keteranagn domisili kab. bogor",min mau tanya dong klo untk wna visa penyatuan keluarga itu bisa ikut vaksin gk dn niknya jg ada dri surat keteranagn domisili kab bogor,min mau tanya dong klo untk wna visa penyatuan keluarga itu bisa ikut vaksin gk dn niknya jg ada dri surat keteranagn domisili kab bogor,"['min', 'mau', 'tanya', 'dong', 'klo', 'untk', 'wna', 'visa', 'penyatuan', 'keluarga', 'itu', 'bisa', 'ikut', 'vaksin', 'gk', 'dn', 'niknya', 'jg', 'ada', 'dri', 'surat', 'keteranagn', 'domisili', 'kab', 'bogor']","['min', 'klo', 'untk', 'wna', 'visa', 'penyatuan', 'keluarga', 'vaksin', 'gk', 'dn', 'niknya', 'jg', 'dri', 'surat', 'keteranagn', 'domisili', 'kab', 'bogor']","['min', 'klo', 'untk', 'wna', 'visa', 'satu', 'keluarga', 'vaksin', 'gk', 'dn', 'nik', 'jg', 'dri', 'surat', 'keteranagn', 'domisili', 'kab', 'bogor']",admin kalau untuk warga negara asing visa satu keluarga vaksin tidak dan nik juga dari surat keterangan domisili kabupaten bogor
Min mohon infonya masalah vaksinasi di sumedang apakah ada program di bulan juli untuk umum/lansia,min mohon infonya masalah vaksinasi di sumedang apakah ada program di bulan juli untuk umumlansia,min mohon infonya masalah vaksinasi di sumedang apakah ada program di bulan juli untuk umumlansia,"['min', 'mohon', 'infonya', 'masalah', 'vaksinasi', 'di', 'sumedang', 'apakah', 'ada', 'program', 'di', 'bulan', 'juli', 'untuk', 'umumlansia']","['min', 'mohon', 'infonya', 'vaksinasi', 'sumedang', 'program', 'juli', 'umumlansia']","['min', 'mohon', 'info', 'vaksinasi', 'sumedang', 'program', 'juli', 'umumlansia']",admin mohon informasi vaksinasi sumedang program juli umum lansia
"Pak,disaat masyarakat ingin vaksin tapi vaksinya tak tersedia. Di wilayah rumah saya semua udah ikuti vaksin pertama dan tiba vaksin kedua tak tersedia dengan alasan vaksin habis. Padahal masyarakat di wilayah rumah saya udah sadar akan perlunya vaksin dan pada akhirnya kecewa karna vaksinnya habis. Itu benaran habis atau engga sih?? TOLONG DI PERJELAS!!!!!!!!!!!",pakdisaat masyarakat ingin vaksin tapi vaksinya tak tersedia di wilayah rumah saya semua udah ikuti vaksin pertama dan tiba vaksin kedua tak tersedia dengan alasan vaksin habis padahal masyarakat di wilayah rumah saya udah sadar akan perlunya vaksin dan pada akhirnya kecewa karna vaksinnya habis itu benaran habis atau engga sih tolong di perjelas,pakdisaat masyarakat ingin vaksin tapi vaksinya tak tersedia di wilayah rumah saya semua udah ikuti vaksin pertama dan tiba vaksin kedua tak tersedia dengan alasan vaksin habis padahal masyarakat di wilayah rumah saya udah sadar akan perlunya vaksin dan pada akhirnya kecewa karna vaksinnya habis itu benaran habis atau engga sih tolong di perjelas,"['pakdisaat', 'masyarakat', 'ingin', 'vaksin', 'tapi', 'vaksinya', 'tak', 'tersedia', 'di', 'wilayah', 'rumah', 'saya', 'semua', 'udah', 'ikuti', 'vaksin', 'pertama', 'dan', 'tiba', 'vaksin', 'kedua', 'tak', 'tersedia', 'dengan', 'alasan', 'vaksin', 'habis', 'padahal', 'masyarakat', 'di', 'wilayah', 'rumah', 'saya', 'udah', 'sadar', 'akan', 'perlunya', 'vaksin', 'dan', 'pada', 'akhirnya', 'kecewa', 'karna', 'vaksinnya', 'habis', 'itu', 'benaran', 'habis', 'atau', 'engga', 'sih', 'tolong', 'di', 'perjelas']","['pakdisaat', 'masyarakat', 'vaksin', 'vaksinya', 'tersedia', 'wilayah', 'rumah', 'udah', 'ikuti', 'vaksin', 'vaksin', 'tersedia', 'alasan', 'vaksin', 'habis', 'masyarakat', 'wilayah', 'rumah', 'udah', 'sadar', 'vaksin', 'kecewa', 'karna', 'vaksinnya', 'habis', 'benaran', 'habis', 'engga', 'sih', 'tolong', 'perjelas']","['pakdisaat', 'masyarakat', 'vaksin', 'vaksinya', 'sedia', 'wilayah', 'rumah', 'udah', 'ikut', 'vaksin', 'vaksin', 'sedia', 'alas', 'vaksin', 'habis', 'masyarakat', 'wilayah', 'rumah', 'udah', 'sadar', 'vaksin', 'kecewa', 'karna', 'vaksin', 'habis', 'benar', 'habis', 'engga', 'sih', 'tolong', 'jelas']",bapak saat masyarakat vaksin vaksin sedia wilayah rumah sudah ikut vaksin vaksin sedia alas vaksin habis masyarakat wilayah rumah sudah sadar vaksin kecewa karena vaksin habis benar habis tidak sih tolong jelas
Mau vaksin pun susah amat udh ke puskesmas malah di arah kan ke RS  sudah ke RS pun kata nya blm nerima vaksin buat umum  GMna sie ribet amat,mau vaksin pun susah amat udh ke puskesmas malah di arah kan ke rs sudah ke rs pun kata nya blm nerima vaksin buat umum gmna sie ribet amat,mau vaksin pun susah amat udh ke puskesmas malah di arah kan ke rs sudah ke rs pun kata nya blm nerima vaksin buat umum gmna sie ribet amat,"['mau', 'vaksin', 'pun', 'susah', 'amat', 'udh', 'ke', 'puskesmas', 'malah', 'di', 'arah', 'kan', 'ke', 'rs', 'sudah', 'ke', 'rs', 'pun', 'kata', 'nya', 'blm', 'nerima', 'vaksin', 'buat', 'umum', 'gmna', 'sie', 'ribet', 'amat']","['vaksin', 'susah', 'udh', 'puskesmas', 'arah', 'rs', 'rs', 'nya', 'blm', 'nerima', 'vaksin', 'gmna', 'sie', 'ribet']","['vaksin', 'susah', 'udh', 'puskesmas', 'arah', 'rs', 'rs', 'nya', 'blm', 'nerima', 'vaksin', 'gmna', 'sie', 'ribet']",vaksin susah sudah puskesmas arah rumah sakit rumah sakit nya belum terima vaksin bagaimana sih ribet
Guys. Ada yg tau info vaksin di Bintaro?,guys ada yg tau info vaksin di bintaro,guys ada yg tau info vaksin di bintaro,"['guys', 'ada', 'yg', 'tau', 'info', 'vaksin', 'di', 'bintaro']","['guys', 'yg', 'tau', 'info', 'vaksin', 'bintaro']","['guys', 'yg', 'tau', 'info', 'vaksin', 'bintaro']",guys yang tau informasi vaksin bintaro
di Banyumas belum semuanya di vaksin.. Belum merata lagi masih terpusat di kota saja.. Di desa / kelurahan belum ada program vaksinasi terbaru masih untuk lansia saja,di banyumas belum semuanya di vaksin belum merata lagi masih terpusat di kota saja di desa kelurahan belum ada program vaksinasi terbaru masih untuk lansia saja,di banyumas belum semuanya di vaksin belum merata lagi masih terpusat di kota saja di desa kelurahan belum ada program vaksinasi terbaru masih untuk lansia saja,"['di', 'banyumas', 'belum', 'semuanya', 'di', 'vaksin', 'belum', 'merata', 'lagi', 'masih', 'terpusat', 'di', 'kota', 'saja', 'di', 'desa', 'kelurahan', 'belum', 'ada', 'program', 'vaksinasi', 'terbaru', 'masih', 'untuk', 'lansia', 'saja']","['banyumas', 'vaksin', 'merata', 'terpusat', 'kota', 'desa', 'kelurahan', 'program', 'vaksinasi', 'terbaru', 'lansia']","['banyumas', 'vaksin', 'rata', 'pusat', 'kota', 'desa', 'lurah', 'program', 'vaksinasi', 'baru', 'lansia']",banyumas vaksin rata pusat kota desa kelurahan program vaksinasi baru lansia
Info vaksin untuk umum tanpa syarat KTP domisili daerah Kalimantan Selatan,info vaksin untuk umum tanpa syarat ktp domisili daerah kalimantan selatan,info vaksin untuk umum tanpa syarat ktp domisili daerah kalimantan selatan,"['info', 'vaksin', 'untuk', 'umum', 'tanpa', 'syarat', 'ktp', 'domisili', 'daerah', 'kalimantan', 'selatan']","['info', 'vaksin', 'syarat', 'ktp', 'domisili', 'daerah', 'kalimantan', 'selatan']","['info', 'vaksin', 'syarat', 'ktp', 'domisili', 'daerah', 'kalimantan', 'selatan']",informasi vaksin syarat ktp domisili daerah kalimantan selatan
Info vaksin samarinda,info vaksin samarinda,info vaksin samarinda,"['info', 'vaksin', 'samarinda']","['info', 'vaksin', 'samarinda']","['info', 'vaksin', 'samarinda']",informasi vaksin samarinda
Mau ty... Sy mau vaksin ke2 di puskesmas yg sama tp kty vaksin nya habis... Apa oke kalo vaksin ke2 nya telat dr jadwal kah? Tq sblmnya,mau ty sy mau vaksin ke di puskesmas yg sama tp kty vaksin nya habis apa oke kalo vaksin ke nya telat dr jadwal kah tq sblmnya,mau ty sy mau vaksin ke di puskesmas yg sama tp kty vaksin nya habis apa oke kalo vaksin ke nya telat dr jadwal kah tq sblmnya,"['mau', 'ty', 'sy', 'mau', 'vaksin', 'ke', 'di', 'puskesmas', 'yg', 'sama', 'tp', 'kty', 'vaksin', 'nya', 'habis', 'apa', 'oke', 'kalo', 'vaksin', 'ke', 'nya', 'telat', 'dr', 'jadwal', 'kah', 'tq', 'sblmnya']","['ty', 'sy', 'vaksin', 'puskesmas', 'yg', 'tp', 'kty', 'vaksin', 'nya', 'habis', 'oke', 'kalo', 'vaksin', 'nya', 'telat', 'dr', 'jadwal', 'kah', 'tq', 'sblmnya']","['ty', 'sy', 'vaksin', 'puskesmas', 'yg', 'tp', 'kty', 'vaksin', 'nya', 'habis', 'oke', 'kalo', 'vaksin', 'nya', 'telat', 'dr', 'jadwal', 'kah', 'tq', 'sblmnya']",tanya saya vaksin puskesmas yang tapi kata vaksin nya habis oke kalau vaksin nya telat dari jadwal kah terima kasih belum
Mencegah kematian setelah vaksin salah itu mati itu takdir??,mencegah kematian setelah vaksin salah itu mati itu takdir,mencegah kematian setelah vaksin salah itu mati itu takdir,"['mencegah', 'kematian', 'setelah', 'vaksin', 'salah', 'itu', 'mati', 'itu', 'takdir']","['mencegah', 'kematian', 'vaksin', 'salah', 'mati', 'takdir']","['cegah', 'mati', 'vaksin', 'salah', 'mati', 'takdir']",cegah mati vaksin salah mati takdir
Just info . Kalau mau vaksin buka IG puskesmas masing masing daerah dan buka aplikasi Halodoc bisa daftar vaksin untuk daerah masing2,just info kalau mau vaksin buka ig puskesmas masing masing daerah dan buka aplikasi halodoc bisa daftar vaksin untuk daerah masing,just info kalau mau vaksin buka ig puskesmas masing masing daerah dan buka aplikasi halodoc bisa daftar vaksin untuk daerah masing,"['just', 'info', 'kalau', 'mau', 'vaksin', 'buka', 'ig', 'puskesmas', 'masing', 'masing', 'daerah', 'dan', 'buka', 'aplikasi', 'halodoc', 'bisa', 'daftar', 'vaksin', 'untuk', 'daerah', 'masing']","['just', 'info', 'vaksin', 'buka', 'ig', 'puskesmas', 'daerah', 'buka', 'aplikasi', 'halodoc', 'daftar', 'vaksin', 'daerah']","['just', 'info', 'vaksin', 'buka', 'ig', 'puskesmas', 'daerah', 'buka', 'aplikasi', 'halodoc', 'daftar', 'vaksin', 'daerah']",just informasi vaksin buka ig puskesmas daerah buka aplikasi halodoc daftar vaksin daerah
"@kemenkes_ri jadwal vaksin ke2 dari kemarin, sampai hari ini masih kosong vaksinnya ????", jadwal vaksin ke dari kemarin sampai hari ini masih kosong vaksinnya , jadwal vaksin ke dari kemarin sampai hari ini masih kosong vaksinnya ,"['jadwal', 'vaksin', 'ke', 'dari', 'kemarin', 'sampai', 'hari', 'ini', 'masih', 'kosong', 'vaksinnya']","['jadwal', 'vaksin', 'kemarin', 'kosong', 'vaksinnya']","['jadwal', 'vaksin', 'kemarin', 'kosong', 'vaksin']",jadwal vaksin kemarin kosong vaksin
semoga vaksin tidak hanya sekadar vaksin,semoga vaksin tidak hanya sekadar vaksin,semoga vaksin tidak hanya sekadar vaksin,"['semoga', 'vaksin', 'tidak', 'hanya', 'sekadar', 'vaksin']","['semoga', 'vaksin', 'vaksin']","['moga', 'vaksin', 'vaksin']",moga vaksin vaksin
"May Tanya! Mana Tau Ada yg bisa memberikan solusi.Saya mau bepergian ni. Tapi,  Saya blm dapat panggilan vaksinasi di puskesmas daerah Saya. Ketika Saya Tau kalau dibandara itu harus memiliki sertifikat vaksinasi. Nah, ketika Saya ingin mengurus Suntik vaksin ke puskesmas, pegawai puskesmas berkata vaksin nya habis. Sedangkan waktu tiket Saya 3 Hari lagi penerbangannya yg Sudah Saya booking seminggu yg lalu. Mohon dong solusinya mas, mbak????. Mana Tau memiliki mason yg sama dengan saya ??",may tanya mana tau ada yg bisa memberikan solusisaya mau bepergian ni tapi saya blm dapat panggilan vaksinasi di puskesmas daerah saya ketika saya tau kalau dibandara itu harus memiliki sertifikat vaksinasi nah ketika saya ingin mengurus suntik vaksin ke puskesmas pegawai puskesmas berkata vaksin nya habis sedangkan waktu tiket saya hari lagi penerbangannya yg sudah saya booking seminggu yg lalu mohon dong solusinya mas mbak mana tau memiliki mason yg sama dengan saya ,may tanya mana tau ada yg bisa memberikan solusisaya mau bepergian ni tapi saya blm dapat panggilan vaksinasi di puskesmas daerah saya ketika saya tau kalau dibandara itu harus memiliki sertifikat vaksinasi nah ketika saya ingin mengurus suntik vaksin ke puskesmas pegawai puskesmas berkata vaksin nya habis sedangkan waktu tiket saya hari lagi penerbangannya yg sudah saya booking seminggu yg lalu mohon dong solusinya mas mbak mana tau memiliki mason yg sama dengan saya ,"['may', 'tanya', 'mana', 'tau', 'ada', 'yg', 'bisa', 'memberikan', 'solusisaya', 'mau', 'bepergian', 'ni', 'tapi', 'saya', 'blm', 'dapat', 'panggilan', 'vaksinasi', 'di', 'puskesmas', 'daerah', 'saya', 'ketika', 'saya', 'tau', 'kalau', 'dibandara', 'itu', 'harus', 'memiliki', 'sertifikat', 'vaksinasi', 'nah', 'ketika', 'saya', 'ingin', 'mengurus', 'suntik', 'vaksin', 'ke', 'puskesmas', 'pegawai', 'puskesmas', 'berkata', 'vaksin', 'nya', 'habis', 'sedangkan', 'waktu', 'tiket', 'saya', 'hari', 'lagi', 'penerbangannya', 'yg', 'sudah', 'saya', 'booking', 'seminggu', 'yg', 'lalu', 'mohon', 'dong', 'solusinya', 'mas', 'mbak', 'mana', 'tau', 'memiliki', 'mason', 'yg', 'sama', 'dengan', 'saya']","['may', 'tau', 'yg', 'solusisaya', 'bepergian', 'ni', 'blm', 'panggilan', 'vaksinasi', 'puskesmas', 'daerah', 'tau', 'dibandara', 'memiliki', 'sertifikat', 'vaksinasi', 'mengurus', 'suntik', 'vaksin', 'puskesmas', 'pegawai', 'puskesmas', 'vaksin', 'nya', 'habis', 'tiket', 'penerbangannya', 'yg', 'booking', 'seminggu', 'yg', 'mohon', 'solusinya', 'mas', 'mbak', 'tau', 'memiliki', 'mason', 'yg']","['may', 'tau', 'yg', 'solusisaya', 'pergi', 'ni', 'blm', 'panggil', 'vaksinasi', 'puskesmas', 'daerah', 'tau', 'bandara', 'milik', 'sertifikat', 'vaksinasi', 'urus', 'suntik', 'vaksin', 'puskesmas', 'pegawai', 'puskesmas', 'vaksin', 'nya', 'habis', 'tiket', 'terbang', 'yg', 'booking', 'minggu', 'yg', 'mohon', 'solusi', 'mas', 'mbak', 'tau', 'milik', 'mason', 'yg']",mei tau yang solusi saya pergi ini belum panggil vaksinasi puskesmas daerah tau bandara milik sertifikat vaksinasi urus suntik vaksin puskesmas pegawai puskesmas vaksin nya habis tiket terbang yang booking minggu yang mohon solusi masih mbak tau milik mason yang
