Username,Komentar,Label
qurannitaaa,"Kota pandaan Kab. Pasuruan, jawa timur banyak yang belum dapat vaksin.. mohon segera di salurkan! @kemenkes_ri ????????",Positif
irwankayen,Vaksin nusantara kapan?,Positif
ratnawati.ana,Alhamdulillah... Kami vaksinator tambah semangat kalau stok vaksin ada terus,Positif
chukysyijie,"Mau tanya dong, contoh klo vaksin yg ke 1 sinovac trus vaksin yg ke 2 apa harus sinovac lg? Klo ternyata vaksin ke 2 dikasihnya az gimana?",Netral
n_yunita_aja,"Akhirnya datang vaksin az, harusnya aku vaksin Astra zeneca dosis ke 2 tanggal 2 juli kemarin di puskesmas di surabaya tapi masih kosong.",Netral
patiently_y,"Ibu Saya darahnya rendah sekali, bapak Saya darah tinggi, setelah vaksin keduanya malah sakit sampai muntah² gk berhenti. Sudah lebih dari 3 minggu belum sembuh saat ini, padahal sudah ke klinik. Saran Saya memang perlu adanya pemeriksaan terlebih dahulu dari dokter sebelum melakukan vaksin terutama yg masih awam / punya riwayat penyakit.",Negatif
hurry_kry,Apabila nomer telefon yang dibuat daftar vaksinasi salah apa bisa diperbarui dan mendapatkan link sertifikat ? @kemenkes_ri,Netral
vebbydhe,4 link vaksin daftar dan sampe skrng blum ada panggilan ????,Netral
rozzakmulida,Saya nunggu vaksin MODERNA.... berapapun harganya saya beli sayang......,Positif
kaumkritis,Kapan pfizer biontech sma moderna masuk sini min? Jangan dilama2 in vaksin yg sudah teruji efikasinya tinggi. Keburu nular....,Positif
rennymeii,Info dong kalau mau vaksin astra dimana ya ?,Positif
lievblair,Apapun itu smoga kami sekeluarga skrg cpt kebagian vaksin,Positif
icharahmah29,Yuk vaksin yuk biar cepet berlalu ??? semangat dan stay safe everyone??,Positif
tono168,"malam all, maaf sebelumnya, Daerah jabotabek(jawa island)ini paling padat penduduk dan pusat pemerintahan pusat industri, berharap harus di utamakan pemberian vaksin lebih duluan, lebih cepat selesai, jika daerah jawa mencapai high imun maka pulau yang lain secara otomatis bisa terkendali, terima kasih",Positif
t.nmyg,"Jika sudah di vaksin, lalu org yg divaksin kena covid 19 apakah boleh menerima vaksin kembali ? @kemenkes_ri",Netral
srilidyalestari,Utk daerah Bekasi Utara khususnya Bekasi kabupaten juga lama utk dapat penangan vaksin nya . Mohon bantu di segera di infokan ke pemerintah setempat. Sudah banyak korban covid berjatuhan. Setiap jam ambulans seliweran. Membuat suasan jd sangat mencekam. Salam sehat utk kita semua!...tetap jg kesehatan dan tetap semangat!.,Positif
avadyfa,Mohon perbanyak lokasi vaksin walk in bagi semua wni dan wna??,Positif
adinda_r4hm4,vaksin jhonson&jhonson kpan masuk indonesia,Netral
kemenkes_ri,"Indonesia kedatangan vaksin COVID-19 tahap ke-20 sebanyak 3.000.060 dosis vaksin Moderna dari Pemerintah Amerika Serikat pada Minggu (11/7). Vaksin ini merupakan batch pertama dari total 4.500.160 yang dikirim melalui COVAX Facility. Tambahan pasokan vaksin ini merupakan komitmen pemerintah untuk menyediakan vaksin terbaik guna mempercepat tercapainya kekebalan kelompok (herd immunity). Rencananya selain digunakan untuk suntikan pertama dan kedua bagi rakyat Indonesia, secara khusus akan digunakan untuk booster suntikan ketiga bagi 1,4 juta tenaga kesehatan sesuai rekomendasi ITAGI. Hal ini untuk memberikan perlindungan optimal bagi seluruh garda terdepan penanganan COVID-19. Vaksin COVID-19 Moderna secara resmi telah mendapatkan izin penggunaan darurat (Emergency Use Authorization) dari Badan POM pada Jumat, 2 Juli 2021. Dengan terbitnya EUA ini membuktikan bahwa vaksin tersebut aman, bermutu & berkhasiat, sehingga bisa langsung didistribusikan dan digunakan. Selain vaksin COVID-19, Indonesia juga mendapatkan dukungan kerja sama dalam upaya penanganan lonjakan kasus COVID-19 seperti bantuan ventilator, oksigen, obat-obatan, dan peralatan medis lainnya dari sejumlah negara sahabat seperti Jepang, Singapura, Australia, dan Tiongkok. Tawaran serupa datang dari Belanda, Inggris, Australia, dan Uni Emirat Arab. Hal ini menunjukkan hubungan solidaritas global yang erat dalam upaya penanggulangan pandemi COVID-19.",Positif
diklatkesehatan,Bener2 utk nakes ya... jgn sampai kejadian pemilik apotek yg bukan nakes juga dpt vaksin ini ????,Netral
nurikah_safitri,Team yg belum pernah vaksin covid??,Negatif
ucha_nainggolan,Mau vaksin moderna ??,Positif
ynnaeriza,"Bismillah semoga angka kesembuhan makin tinggi dan program vaksin berjalan dg lancar, terutama booster untuk garda depan ??????",Positif
widyalberga,Apa kalo Vaksin berbayar bisa pilih vaksin moderna ?,Netral
dsusilawati1612,Aku mau daftar vaksin donk... Aku udh coba daftar dimna² kuota penuh ??????... BANTU AKU DONK,Positif
alfiandrimohammad,Kenapa tidak dr awal vaksin menggunakan vaksin moderna??? ?? Atau prifizer langsung? Apa tubuh kami ini coba coba??,Negatif
sunsetdimonas,"min mau tanya, kalo misalnya hari ini swab PCR, tapi lusanya mau ikut vaksin boleh ga?",Netral
marianawanty_,Mau vaksin Moderna /Pfizer...menanti...??,Positif
nusrotulala,"Bismillah, manjur vaksinnya semoga cepet selesai covid 19 nya",Positif
rdzi_azii,Min abis vaksin boleh kerja ngga? Soalnya tempat kerja saya mewajibkan masuk abis vaksin,Positif
faisal_grahadi,"Mau tanya bagi yg pernah mengalami/memiliki ilmunya, kalau sudah di vaksin dosis 1 sinovac dan kita tidak satupun merasakan gejala Kejadian Ikutan Pasca Imunisasi (KIPI) apapun seperti TIDAK sama sekali merasa demam, sakit kepala, menggigil, batuk hingga waktu 3 x 24 jam pascavaksinasi.. apakah itu normal? Note: terjadi pada kasus orang penyintas covid dengan gejala ringan/sedang. Berasa aneh saja seperti belum di vaksin karena badan normal normal aja ga ada satupun gejala pascavaksin bahkan nyeri lokal disekitar lengan yg di suntik pun tak ada sama sekali qadarullah bi idznillah.",Negatif
lupluppyluv,Apakah ibu hamil juga akan diprioritaskan untuk memperoleh vaksin moderna?,Positif
maya_angeliasiadari,Y udh telanjur vaksin pake sinovax ??????,Netral
ipungsyaiful2,Gimana cara untuk mendapatkan vaksin moderna?,Positif
emily_helena123,"Mau tanya, kalau sdh divaksin 1 di Binjai (Sumatera Utara), vaksin keduanya bisa di Jakarta ?",Positif
myririnekoo,"Pak @budigsadikin kapan kita bisa vaksin berbayar dg jenis vaksin MODERNA atau PFIZER pak? @kemenkes_ri ,, semoga bisa segera yaa pak.. biar Indo segera membaik,, segera puLih kembaLi.. saLam dr saya yg sudah vaksin sinovac 2 dosis tapi masih tetap was.was pak rasa.nya ????",Positif
latiifsulaiman,@kemenkes_ri kalo Nakes belum pernah di vaksin boleh pake vaksin Moderna gak? Untuk dosis pertama ?,Netral
rudyleo_,Kenapa tidak ada SMS setelah kita vaksin min? Mohon di beri jawaban @kemenkes_ri,Netral
deny_faryzal,@kemenkes_ri bisa gak kami vaksin mandiri menggunakan moderna.krnnygvsaya dengar aman untuk pengguna komorbid,Positif
kikhandeaaa,Aku mau divaksin ini yang @a.irfnrypndi,Positif
casadora_,"halo @kemenkes_ri , saya tinggal di kota Cirebon. apakah distribusi vaksin  nya tdk sama cepatnya dengan dki jakarta? dki jakarta sdh mencapai target usia 12-17th. disini jika usia tsb mau divaksin, hrs masuk ke kategori membawa lansia terlebih dahulu. sangat jauh lambat dibandingkan DKI Jakarta. bisa di cek di infografis pemda nya, usia remaja baru mencapai 20an jiw. agar menjadi perhatian pak Presiden @jokowi @kemenkes_ri @bpom_ri",Netral
wahyunibangun,"Aku belum vaksin. Anak perantau bisa vaksin dirantau kan ya? Trus prioritas vaksin utk warga asli gimana ya? Terkadang jdi ragu mau vaksin krna warga asli blm ada yg vaksin. Btw, utk vaksin yg gratis ya maksutku..pencerahannya dong bgi yg tau",Negatif
nelineli15022021,Ada di mana yang suntik vaksin,Positif
moch_saepulloh55,Min vaksin moderna dan pfizer itu buat masyarakat umum juga dan gratis kan min?kalau iya pendaftaran nya kapan dibuka?,Negatif
shintiyaherma,Ini bagaimana min buat ikut vaksin moderna?,Positif
ichiiwan,Halo bapak.. saya sudah vaksin di negara UAE. Bagaimana ya cara daftarin certificate vaksin biar kedaftar di aplikasi eHac. Mohon bantuan nya dan di jawab. @kemenkes_ri,Positif
mdnwanda,Jujur saya nunggu vaksin moderna atau pfizer makanya belum daftar vaksinasi. Boleh kan???????,Netral
melisa.dewi,@susan.ti3 vaksin iki aq gelem hehehehe,Positif
nitawijayasari,Prabumulih kapan jadwal vaksinnya pak ??,Positif
chukysyijie,"Aku blum dpt jawabannya ?????? vaksin yg dipakai di indo kan beda2, klo vaksin awal dpt sinovac trus vaksin ke 2 nya dpt dr merk yg laen, gmn? ga apa2?? Tolong bantu jawab ????",Netral
hellowsheid,"Ingat, ""NEGARA TIDAK BOLEH BERBISNIS DENGAN RAKYAT!!!"" bisa-bisanya vaksin mau dijadikan ladang bisnis. ingat, KESEHATAN ADALAH HAK SETIAP RAKYAT!!!",Negatif
iam_nyonk,"Mau nanya min, untuk negara2 yg terkena pandemi, vaksinya berpa jenis macem nya? Contoh kaya negara India malaysia china?",Netral
rifnadahliana2020,Ini vaksin bagus ..saya harap kalian ambil vaksin ini .. saya harap Indonesia akan cepat membaik ..terima kasih US . Jangan ragu tanyakan vaksin Jeni's apa yang akan di berikan .. semangat kembali Indonesia ??,Positif
___ik7_14,Wihhh ini nih vaksin yg bagus .....saya juga mau??,Positif
mutiara.eva,Jdi jrak dr vaksin sinovac yg sudah dbrikan brpa lama tuh min @kemenkes_ri,Netral
im_reginatama,Dukung pemerintah.. Tapi jangan vaksin sampai berbayar seperti di kimia farma pak menteri @kemenkes_ri ... Dan tatanan pemberian vaksin tolong lebih bagus ????,Positif
watijumaiyah,smog vaksin produk Indonesia bisa sager terwujud??,Positif
lucy_taniaji,Masalahnya pembagian vaksin sinovac sndiri saja blm merata. Saya saja baru kedapatan jatah  vaksin kmrn. Itu pun krn ada tmen nawari vaksin. Klo bisa beli dan cpt ya mau2 sja,Netral
yosi1950irfandi,Minta infonya dong tempat vaksin astrazeneca dimana?,Positif
deni.f_llw,yg jelas mah ga vaksin tapi imun kuat itu baru hebat ..??,Negatif
arumbisekti,Kalo udh vaksin sinovak udah gak bisa lagi pake moderna,Netral
putuzaenab,Apaan sih? Vaksin Vaksin. Mau maunya aja nanggepin Covid.,Negatif
wawanwls,"Campur aduk vaksin dalam tubuh anda. Biar anda sehat???????? kematian covid semua di RS. Apakah fungsi rmh sakit kalau yang meninggal dunia karena covid banyk??? Kenapa dlu terjadi di Wuhan banyk yang meninggal tergeletak di jalan"", ko Indonesia kematian covid selalu yg dari RS. Aneh??",Negatif
asmaniawulan,Dear @kemenkes_ri mohon di percepat pemerataan vaksin utk masyarakat jg krna skrg mau kemana2 n urus apa2 harus punya kartu vaksin. Kasian yg punya urusan mndadak. Terima kasih ??,Positif
septiancow,@kemenkes_ri  TOLONG TANGGAPI PERTANYAAN SAYA. SAYA SUDAH VAKSIN PERTAMA PADA TANGGAL 7 JULI 2021 DI BEKASI. TEPATNYA DI KORAMIL TELUK PUCUNG. TAPI SAMPAI SEKRANG BELUM DPT SMS DAN SAYA CEK DI APK PEDULILINDUNGI JUGA TIDAK ADA SERTIFIKATNYA. MALAH KETERANGAN NYA BELUM VAKSIN. TOLONG SEGERA DI KELUARKAN SERTIFIKAT SAYA. KARNA ADA TUNTUTAN DR PERUSAHAAN TEMPAT SAYA BEKERJA UNTUK MENUNJUKAN SERTIFIKAT VAKSIN. @ridwankamil @bangpepen03,Positif
sjafransjaaf,"Saat ini Saudi belum mengakui vaksin Sinovac /Sinofarm, di Surabaya kapan nih Vaksin Pfizer, Astra Zanecca, Moderna tersedia di Surabaya?",Netral
andy_yusri,"Cieeeeeeee, Vaksin covid-19 di KF skrg bayar ya ??????????????????????????????????????",Negatif
nn.lusy,Yakin sampai desa vaksin udah rusak ??,Negatif
maryambahi,Udah daftar @pedullindungi tapi ga dapet nomor tiket sedangkan pas periksa data SIAP UNTUK DI VAKSIN,Positif
aminelham082,Yang di luar pulau tolong pendistribusian dipercepat @kemenkes_ri  contohnya diwilayah balikpapan kami sangat sulit untuk mendapatkan vaksinasi pakk @jokowi,Positif
piusjogja,"Yg penting gratis. Dan tolong utk vaksinasi massal berdayakan RT RW, pendaftaran secara kolektif tidak sendiri2, dan atur jadwal vaksin dgn sebaik2nya biar merata dan tidak rebutan. @kemenkes_ri @bnpb_indonesia @kemendagri @divisihumaspolri",Positif
t_j_o_b_e_k,"Vaksin pertama sj udh datangi kemn2 dan daftar online lwt pedulilindungi.id gk dpt vaksin jg ini kok udh dpt yg ke 3, bgt ya pemerataan vaksinya",Negatif
drosemee_,"Percuma aja banyak vaksin tp yg didahulukan malah yg punya privilege, anaknya dokter, sodaranya dokter, anaknya mentri, sodaranya mentri, sepupunya dirut RS, dll. Sementara masyarakat umum bnyak yg tua gk prnah kebagian slot di tiap RS di Jakarta. Kesalahan sistem indonesia ya kyk gitulah. Lu vaksin klo lu punya koneksi. Rakyat jelatamah mana mampu. Coba kayak di Inggris, vaksin tuh brdasarkan usia, bukan brdasarkan koneksi atau kepentingan.",Negatif
danangdw.id,"Boro2 saya vaksin, nenek saya lansia aja blm dpt gimana sih ini",Negatif
supriyantoharry,Info temen sy st kantor habis vaksin kedua ..demam 3 hr ..hari k 5 d pcr hasilx positif covid??,Negatif
dio11102020,"Bapak/ibu mohon vaksin sekarang jangan berbayar,karena kami saja mau yang gratis sudah susah,apa lagi ada yang berbayar,pasti tambah susah,saya mau vaksin saja 3kali datang kepuskesmas yang katanya Senin sampe Rabu ada vaksin,nyatanya ya Senin Selasa rabu itu saya datang tetap tak ada vaksin,adanya untuk yang tahap 2,setelah kejadian itu saya datang lagi karena dengar ada vaksin 200 untung saya datang lebih awal jadi masih kebagian,kasian yang udah terlanjur hujan2an ga kebagian karena hanya datang 50,sekarang Senin ini dimana2 susah,ada pun dikecamatan lain hanya 50,alasannya ada vaksin tp untuk yang tahap 2,entahlah apakah dikampung saya ini memang sudah sebanyak itu yang vaksin tahap ke dua",Negatif
nandaramadhannnn,Sertifikat vaksin aja ga terbit2 kacau @kemenkes_ri,Negatif
wuritanti,"kenapa data gak bisa update ke peduli lindungi,padahal saya sudah vaksin di gelora 10 nov,kerja macam mana,qta antri kyk dawet di sana,data blm update call 1199 gak ad respon,,,, qta harus ad bukti klo ke perusahaaan,",Positif
delisha_poetrii,Ibu menyusui boleh vaksin kah..,Netral
du.e_moy,vaksin yg aman buat yg py komorbid apa ya min?,Positif
afrianald,"Gilaaa,VAKSIN DIJUAL AMA @kemenkes_ri .BANYAK MAFIA VASIN DI KEMENKES .",Negatif
annasbuchori,Mau tanya ke admin atau temen2 disini ada yang punya informasi vaksin untuk pemegang Visa 211? Dia gapunya KITAS dan NIK SKTT,Netral
refliyand,"Vaksin murahan dipake buat rakyat , pantas GK turun ni kasus??",Negatif
shanami368,Pfizer mohon segera datangkan juga dgn jumlah yg banyak. Kalaupun bayar gpp. Rela deh bayar kl vaksin Pfizer mah.,Positif
erna.moment5582,Kalo mau vaksin pake Moderna ini gimana ya?,Netral
vandrarafiananatser,Min Mau Tanya Vaksin untuk bekasi barat  dimana ya.saya blm vaksin. ( vaksin phrizer / vaksin mordema pelaksanaan nya dimana dan jadwalnya kapan ya min ? ) Terimakasih sblmnya ????????,Positif
indmayambawang,"Maaf mau nanya saya sudah vaksin pertama tadi dan baru sadar tanggal lahir saya salah bagaimana yaa, apakah diperbaiki saat vaksin ke dua nanti?",Netral
andre_hayatulloh,Sampai sekarang saya belum di daftar untuk vaksin..saya harus kemana dan gimana?,Netral
budypur1to,"Di jogja anak sy mau daftar vaksin susah tdk dpt2 sdh pakai surat domisili, ngantri dr  jam 5an berkali datang, katanya jatah luar daerah habis, gimana solusinya? Mks",Positif
dauzjyd,Mau tanya. Vaksin 1 2 3 meski merek vaksin yg sama ya????,Netral
yonathan_tambajong,"Sudah vaksin,bnyk org sertifikat blm kluar,kan aneh,apakah in yg di namakan penjajahan negri sendiri?membuat susah org,ksihan yg sdh vaksin srtifikat blm kluar,pdahal itu adalah syarat agar mereka bisa kerja,karena d mna"" skrg hrus di vaksin minimal dosis 1,ha,terus smpai skrg bnyk yg blm kluar sertifikat vaksinnya,yah udah klian kluarin aj sertifikatnya pas sdh selesai PPKM,kalau mmg bgitu,in namanya pnjajahan negri sndiri untuk rakyat,karena sbagian rakyat yg tdk mau vaksin,hrus trpaksa d vaksin demi sesuap nasi,terus sertifikatnya blm kluar,sama aja bohong dong",Negatif
wulan_shaquille,Klo yg sudah pernah terpapar mau vaksin brp lama ya harus nunggu nya?,Netral
rahman.shalehh,"Sesuai Surat edaran menteri,  sejak tanggal 6 juli, bagi WNI yg sedang dikarantina di wisma atlet pademangan akan mendapatkan vaksin. Tapi informasi dari petugas di wisma atlet pademangan sendiri, informasinya masih simpang siur. Sehingga tidak ada kepastian vaksinisasi di wisma atlet. Yang salah informasi sebetulnya siapa ya min @kemenkes_ri ? @budi.gunadi.sadikin",Netral
diana_nurfadilah2411,Ibu menyusui bisa vaksin ga ya,Netral
belajar_dagang26a,Ada yang tau info vaksin az untuk WNA..? Mohon infonya...,Positif
arna.sari,Pak info nya dong saya mau vaksin tapi pada penuh daerah batam?,Positif
adha_noe,Alhamdulillah dapat vaksin ini besok. Soalnya pas Sinovac gak direkomendasikan Krn punya comorbid.,Positif
ciput.erna,pak @jokowi utk menyukseskan pencapaian herd immunity dengan vaksin tlg lah yg udah vaksin lengkap dikasih reward kemana2 gausah pake swab/pcr pasti banyak yg mau vaksin pak..sy sudah vaksin lengkap aja kmn2 masih disuruh swab...,Negatif
sihotangqonita,Boleh minta info untuk vaksin covid di Bogor...??,Positif
endi7090,STOP VAKSIN,Negatif
cucumiryanti_27,Dimana saya bisa daftar vaksin. D puskesmas terdekat gk dbls2. Saya warga bandung  usia 47th,Positif
maulavioo,Kk gimna cara klo kartu vaksin tidak ada krena kesalahan no telpn. Pdahal saya sdh tlpn 119 tp@ga prnh bs dan slalu sibuk. Sy email ke baksin@pedulilindungan.id tp tdk ada jawaban,Netral
ksma0612,Kalo mau vaksin apa harus bayar,Positif
chycahamid,"Nga apa bayar asal jgn kemahalan,dan terjamin mutunya,TDK menghawatikan seperti vaksin sebelmnya??",Negatif
jimmy_roy_manalu,"vaksin nusantara, vaksin mera putih mana ??",Positif
ocaazh,remaja vaksin kaya gmn cara nya?,Positif
rosmaniarti_fitriani,"mohon bantuannya,, saya dah d vaksin dari januari tp sertikat tidak muncul d peduli lindungi mesti bagaimana ya??",Positif
sh___lily,Saya skrg posisi ada dikorea. Dan rencana akan pulang ke indonesia . Keadaan saya skrg sedang hamil 5 bulan apakah wajib vaksin ? Krna saya dgr dari berita skrg kalau tidak ada kartu vaksin tidak bsa kmn2. Dan tdk bsa naik pesawat. Dari korea kami akan mendadat di seokarno hatta dan meneruskan ke bali krna saya stay disana. Kalau memang boleh vaksin . Apa yg bagus untuk ibu hamil ? Dan kalau memang tdk boleh vaksin apa solusi untuk saya agar saya bisa pulang kesana ? Mohon jawaban nya. Terima kasih banyak . Salam sehat selalu,Netral
ati_rna,"Min, apa benar berita ada warga disuntik vaksin 1 astrazeneca, vaksin ke 2 malah disuntik sinovac? Krn vaksin AZ habis stoknya. Bukannya WHO melarangnya?",Netral
izienessaibetnueya,Busui boleh g min vaksin aku blm d vaksin klo yg pernh ada kolesterol m dulu pernh gula naik gmn min hrs cek darah dulu kah aaahh pgn dpt yg moderna gmn caranya,Netral
